SMILES,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
CCC(=O)NCC[C@H]1CCc2ccc3c(c21)CCO3,2.57,,,2.99468,2.99468
CCC(=O)NCc1c(O)c(=O)cc(C)n1C,,,-0.72,-0.645828,-0.632389
CCC(=O)NN,,-1,,-1.31697,-1.31692
CCC(=O)N[C@H]1CC[C@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,3.4,,,3.09235,3.09235
CCC(=O)Nc1ccc(Cl)c(Cl)c1,,3.07,,3.09168,3.09174
CCC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,,1.02,,-0.812868,1.25889
CCC(=O)Nc1ccccc1,,1.61,,1.56427,1.56428
CCC(=O)Nc1ccnc2cc(Cl)ccc12,,2.73,,2.65258,2.66163
CCC(=O)Nc1n[nH]c(NC(=O)CC)n1,,0.07,,0.251856,0.259659
CCC(=O)O,,0.33,,-2.15651,0.285366
CCC(=O)OC,,0.83,,0.481451,0.481451
CCC(=O)OC(/C(O)=N/C12CC3CC(CC(C3)C1)C2)c1ccccc1,,3.72,,3.77187,3.77189
CCC(=O)OC(/C(O)=N/C1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,,1.47,,-0.905897,1.70056
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,,4.18,,2.71803,4.54853
CCC(=O)OC1(C(=O)CBr)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,,3.55,,3.43556,3.43556
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,,3.28,,3.93358,3.93358
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,,3.46,,3.25504,3.25504
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,3.5,,3.70409,3.70409
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C,,3.3,,3.19253,3.19253
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,3.34,,3.68005,3.68005
CCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,2.7,,2.452,2.452
CCC(=O)OC1(C(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,,3.09,,3.17824,3.17824
CCC(=O)OC1(C(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,3.09,,3.63292,3.63292
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,,3.13,,1.32244,3.12653
CCC(=O)OC1(c2ccccc2)CCN(C)C(C)C1C,,3.13,,1.25866,3.06816
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,,2.83,,1.25174,2.78898
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,,3.61,,1.7308,3.21289
CCC(=O)OC1CCN(C)CC1,,,-0.22,-0.821533,0.869777
CCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,3.06,,2.86326,2.86326
CCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,2.8,,2.44325,2.44325
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC21C,,4.22,,3.73447,3.73447
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,4.07,,3.58652,3.58652
CCC(=O)OCC1OC(n2cc(I)c(O)nc2=O)CC1O,,0.68,,-0.0896371,0.113118
CCC(=O)OCC1OC(n2cnc3c(OC)ncnc32)C(OC(=O)CC)C1OC(=O)CC,,2.75,,1.27768,1.27768
CCC(=O)OCCN=C1C=CC(c2ccncc2)C=N1,,2.47,,1.33215,1.3339
CCC(=O)OCCOc1ccc(C=NO)cc1OC,,1.52,,1.96227,1.96256
CCC(=O)OCCOc1ccc(C=O)cc1OC,,1.33,,1.83931,1.83931
CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,,2.8,,2.93326,2.93336
CCC(=O)OCOC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,,2.9,,2.34588,2.34674
CCC(=O)OCOC(=O)c1cn(CC)c2nc(C)ccc2c1=O,,1.7,,1.2395,1.2395
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,3.3,,,4.21897,4.21897
CCC(=O)Oc1c(OC(C)C)c(OC(C)C)c(OC(=O)CC)c2cc(Cl)ccc12,,,5.8,5.48666,5.48666
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2c(C)cccc12,,,3.9,3.65941,3.65941
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2c(OC)cccc12,,,3.44,3.20269,3.20269
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2cc(C)c(C)cc12,,,4.2,4.17637,4.17637
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2cc(C)ccc12,,,3.9,3.73006,3.73006
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2cc(Cl)ccc12,,,4.3,4.04608,4.04608
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2cc(OC)ccc12,,,3.28,3.19858,3.19858
CCC(=O)Oc1c(OC)c(OC)c(OC(=O)CC)c2ccccc12,,3.44,3.44,3.27526,3.27526
CCC(=O)Oc1c(Oc2ccccc2)c(Oc2ccccc2)c(OC(=O)CC)c2cc(Cl)ccc12,,,6.6,7.05267,7.05267
CCC(=O)Oc1c(Oc2ccccc2)c(Oc2ccccc2)c(OC(=O)CC)c2ccccc12,,,5.8,6.32715,6.32715
CCC(=O)Oc1ccccc1C(=O)O,,1.67,,-0.92451,2.20487
CCC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C,,,4.05,4.41105,4.41105
CCC(=O)c1ccc(O)cc1,,2.03,,1.80021,1.83355
CCC(=O)c1ccc(O/C(O)=N/C)cc1,,1.55,,1.15078,1.15094
CCC(=O)c1ccc(S(=O)CC)c([N+](=O)[O-])c1,,2.8,,1.25796,1.25796
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,,4.79,,3.07711,4.36541
CCC(=O)c1ccc2c(c1O)C(=O)c1c(O)cccc1C2,,,4.59,3.72179,3.73676
CCC(=O)c1ccccc1,,2.19,2.2,2.0081,2.0081
CCC(=O)c1ccccc1O,,2.54,,2.15157,2.153
CCC(=O)c1ccccc1OCC(O)CN1CCOCC1,,,0.94,1.36024,1.42551
CCC(=O)c1ccncc1,,0.77,,0.964769,0.964814
CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,,4.8,,3.84049,4.1095
CCC(=O)n1c(O)ncc(F)c1=O,,0.19,,-0.348632,0.29847
CCC(=O)n1ncc2c(=O)[nH]cnc21,,0.3,,-0.153336,-0.119618
CCC(Br)(CC)C(=O)NC(N)=O,,1.54,,1.33089,1.33104
CCC(Br)C(=O)O,,1.42,,-1.57834,1.38343
CCC(C(=N)O)c1ccc(-n2sc3ccccc3c2=O)cc1,,2.58,,2.48301,2.48301
CCC(C(=O)OC(C)c1ccccc1)C(CO)Cc1cncn1C,,2.23,,2.37772,2.51159
CCC(C(=O)OC)(/C(O)=N/C(=N)O)c1ccccc1,,1.58,,0.227946,1.15635
CCC(C(=O)OC)c1ccc(-n2sc3ccccc3c2=O)cc1,,3.91,,3.77509,3.77509
CCC(C(=O)OCCc1ccccc1)C(CO)Cc1cncn1C,,2.31,,2.34133,2.47227
CCC(C(=O)OCCc1ccccc1)C(COC(=O)c1ccccc1)Cc1cncn1C,,4.6,,4.72515,4.77938
CCC(C(=O)OCc1ccc(C(C)(C)C)cc1)C(CO)Cc1cncn1C,,3.67,,3.68559,3.82136
CCC(C(=O)OCc1ccc(C)cc1)C(CO)Cc1cncn1C,,2.46,,2.52368,2.65076
CCC(C(=O)OCc1ccc(C)cc1)C(COC(=O)C(C)(C)C)Cc1cncn1C,,4.55,,4.89,4.97402
CCC(C(=O)OCc1ccc(C)cc1)C(COC(=O)c1ccccc1)Cc1cncn1C,,4.85,,4.90979,4.96207
CCC(C(=O)OCc1ccc(Cl)cc1)C(CO)Cc1cncn1C,,2.69,,2.77645,2.88117
CCC(C(=O)OCc1ccc(Cl)cc1)C(COC(=O)c1ccccc1)Cc1cncn1C,,4.9,,5.02568,5.06964
CCC(C(=O)OCc1ccccc1)C(CO)Cc1cncn1C,,1.97,,2.08236,2.20645
CCC(C(=O)OCc1ccccc1)C(COC(=O)Cc1ccccc1)Cc1cncn1C,,4,,4.48285,4.52988
CCC(C(=O)OCc1ccccc1)C(COC(=O)c1cccc(Cl)c1)Cc1cncn1C,,5.08,,5.06152,5.10323
CCC(C(=O)OCc1ccccc1)C(COC(=O)c1ccccc1)Cc1cncn1C,,4.37,,4.40306,4.45315
CCC(C(=O)OCc1ccccc1)C(COC(=O)c1cccnc1)Cc1cncn1C,,3.05,,3.33238,3.37834
CCC(C(=O)OCc1ccccc1C)C(CO)Cc1cncn1C,,2.42,,2.38226,2.51011
CCC(C(=O)Oc1ccccc1)C(C)C,,4.2,,4.01563,4.01563
CCC(C(N)=O)(C(N)=O)c1ccccc1,,0.13,,0.361514,0.361514
CCC(C(N)=O)n1nc2ccccc2n1,,1.25,,1.19702,1.19702
CCC(C(N)=O)n1nnc2ccccc21,,0.88,,0.73793,0.737931
CCC(C(c1ccc(OC)cc1)c1ccc(OC)cc1)[N+](=O)[O-],,4.45,,3.90666,4.51487
CCC(C)(C)Br,,,2.99,3.21503,3.21503
CCC(C)(C)C,,3.82,,3.72431,3.72431
CCC(C)(C)C(=O)O,,1.9,,-0.553393,1.77363
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,4.47,,1.71538,4.11038
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,4.68,,4.98147,4.98147
CCC(C)(C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@H](O)CC(=O)O)[C@H]21,1.55,,,1.71538,4.11038
CCC(C)(C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21,3.7,,,4.98147,4.98147
CCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.37,,,3.08556,3.99546
CCC(C)(C)Cl,,2.52,,2.93555,2.93555
CCC(C)(C)NC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,,,0.51,1.09581,3.82433
CCC(C)(C)O,,0.89,,0.91951,0.91951
CCC(C)(C)Oc1ccc(/C=C2/SC(=O)NC2=O)cc1,,,3.49,3.26312,3.72058
CCC(C)(C)Oc1ccc(CC2SC(=O)NC2=O)cc1,,,3.76,3.20006,3.5171
CCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,,4.32,,4.29254,4.29275
CCC(C)(C)c1ccc(CC(=O)O)cc1,,3.48,,0.716829,3.59126
CCC(C)(C)c1ccc(OCC2CNC(=N)O2)cc1,,3.69,,1.01898,2.97342
CCC(C)(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.97,,,3.50398,4.35701
CCC(C)(CC)OC(=O)c1cnc(Cl)cn1,,,2.74,2.8516,2.8516
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,,3.94,,3.99166,3.99358
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,,3.76,,3.4614,3.46188
CCC(C)(Oc1ccc(Cl)cc1)C(=O)O,,2.9,,-0.023787,3.14651
CCC(C)/N=C(\O)CC(=N)c1ccc(Cl)cc1,,2.94,,2.3444,2.37171
CCC(C)/N=C(\O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,3.31,,2.96868,2.96869
CCC(C)/N=C(\O)N1C(=O)N(C)CC1O,,1.28,,1.12982,1.12982
CCC(C)/N=C(\O)NN,,-0.84,,-0.0797261,-0.0793759
CCC(C)=NO,,0.63,,0.621117,0.621121
CCC(C)=O,,0.29,0.29,0.448753,0.448753
CCC(C)Br,,,2.71,2.65492,2.65492
CCC(C)C#N,,1.05,,1.03494,1.03494
CCC(C)C(/N=C(/C)O)/C(O)=N/C(C(=N)O)C(C)C,,0.16,,1.20659,1.20663
CCC(C)C(/N=C(/C)O)/C(O)=N/C(C)/C(O)=N/C(C(=N)O)C(C)C,,-0.21,,-0.752477,-0.752296
CCC(C)C(/N=C(/C)O)/C(O)=N/C(CC(=N)O)C(=N)O,,-1.41,,-4.13247,-4.13242
CCC(C)C(/N=C(/C)O)/C(O)=N/C(CC(C)C)/C(O)=N/C(CC(=O)O)C(=N)O,,-0.04,,-3.63016,-1.11672
CCC(C)C(/N=C(/C)O)/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(C)C(=N)O,,0.52,,0.709753,0.710685
CCC(C)C(/N=C(\O)C(/N=C(/C)O)C(C)C)/C(O)=N/CC(=N)O,,-0.45,,-1.05027,-1.05003
CCC(C)C(/N=C(\O)C(/N=C(/C)O)C(C)O)C(=N)O,,-0.86,,0.352903,0.353153
CCC(C)C(/N=C(\O)C(/N=C(\O)C(/N=C(/C)O)C(C)C)C(C)C)C(=N)O,,0.49,,0.410846,0.410978
CCC(C)C(/N=C(\O)C(/N=C(\O)C(/N=C(\O)C(/N=C(\O)C(N)C(C)CC)C(C)C)C(C)C)C(C)C)C(=O)O,,-0.89,,0.31496,0.350977
CCC(C)C(/N=C(\O)C(/N=C(\O)C(C)/N=C(/C)O)C(C)C)C(=N)O,,-0.2,,-0.670905,-0.670695
CCC(C)C(/N=C(\O)C(/N=C(\O)C(N)CC(C)C)C(C)CC)C(=O)O,,-1.11,,0.320595,0.410646
CCC(C)C(/N=C(\O)C(/N=C(\O)C(N)CC(C)C)C(C)O)C(=O)O,,-2.3,,-0.657383,-0.58346
CCC(C)C(/N=C(\O)C(C)/N=C(\O)C(C)/N=C(\O)C(N)C(C)CC)C(=O)O,,-2.82,,-0.301159,-0.24672
CCC(C)C(/N=C(\O)C(C)N)C(=O)O,,-2.6,,-1.62547,-1.55682
CCC(C)C(/N=C(\O)C(CC(=N)O)/N=C(/C)O)C(=N)O,,-1.43,,-3.99066,-3.99056
CCC(C)C(/N=C(\O)C(CC(=O)O)/N=C(/C)O)/C(O)=N/C(Cc1ccccc1)C(=N)O,,0.61,,-2.2942,0.0430182
CCC(C)C(/N=C(\O)C(CC(C)C)/N=C(/C)O)/C(O)=N/C(CCC(=O)O)C(=N)O,,0.07,,-2.75213,-0.152536
CCC(C)C(/N=C(\O)C(CC(C)C)/N=C(/C)O)C(=N)O,,0.68,,1.599,1.59906
CCC(C)C(/N=C(\O)C(CC(C)C)/N=C(\O)C(/N=C(\O)C(N)CCSC)C(C)CC)C(=O)O,,-0.49,,1.37098,1.4558
CCC(C)C(/N=C(\O)C(CC(C)C)/N=C(\O)C(N)C(C)O)C(=O)O,,-1.66,,-0.846464,-0.616533
CCC(C)C(/N=C(\O)C(CC(C)C)/N=C(\O)C(N)CO)C(=O)O,,-1.99,,-1.07695,-0.839643
CCC(C)C(/N=C(\O)C(CCC(=O)O)/N=C(/C)O)/C(O)=N/C(Cc1ccccc1)C(=N)O,,0.43,,-1.73709,0.719833
CCC(C)C(/N=C(\O)C(CCCCN)/N=C(/C)O)/C(O)=N/C(Cc1ccccc1)C(=N)O,,0.65,,0.153176,1.19181
CCC(C)C(/N=C(\O)C(CCCN)/N=C(/C)O)/C(O)=N/C(C(=N)O)C(C)C,,-0.43,,-0.990309,-0.161515
CCC(C)C(/N=C(\O)C(CO)/N=C(\O)C(N)C(C)CC)C(=O)O,,-2.64,,-0.920755,-0.836112
CCC(C)C(/N=C(\O)C(Cc1c[nH]c2ccccc12)/N=C(/C)O)/C(O)=N/CC(=N)O,,0.62,,1.99945,2.00073
CCC(C)C(/N=C(\O)C(Cc1ccc(O)cc1)/N=C(\O)C(C)N)C(=O)O,,-2.04,,-0.740312,-0.627125
CCC(C)C(/N=C(\O)C(Cc1ccccc1)/N=C(/C)O)/C(O)=N/CC(=N)O,,0.34,,1.06535,1.06653
CCC(C)C(/N=C(\O)C(N)C(C)CC)C(=O)O,,-1.82,,-0.812959,-0.724046
CCC(C)C(/N=C(\O)C(N)CC(C)C)/C(O)=N/C(C(=O)O)C(C)O,,-2.14,,-0.694377,-0.580924
CCC(C)C(/N=C(\O)C(N)Cc1ccc(O)cc1)/C(O)=N/C(CC(C)C)/C(O)=N/CC(=O)O,,-1.49,,-0.102746,0.31642
CCC(C)C(/N=C(\O)C(N)Cc1ccccc1)/C(O)=N/C(C(=O)O)C(C)O,,-1.95,,-0.754257,-0.340828
CCC(C)C(/N=C(\O)C/N=C(\O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1)C(=O)O,,-1.65,,-0.815162,-0.572772
CCC(C)C(/N=C(\O)C1CCCN1)C(=O)O,,-2.56,,-0.992913,-0.962325
CCC(C)C(=O)/C=C(C)/C=C/CC(C)CCCC(C)(C)OC,,,6.02,6.20591,6.20591
CCC(C)C(=O)Nc1ccccc1,,2.56,,2.39936,2.39937
CCC(C)C(=O)O,,1.18,,-1.14536,1.28561
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,4.04,,1.32836,3.72782
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,4.26,,4.57965,4.57965
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,2.18,,-0.197343,2.18352
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,2.42,,2.7397,2.7397
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,3.6,,0.854272,3.25495
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,3.95,,4.05046,4.05046
CCC(C)C(N)/C(O)=N/C(/C(O)=N/C(/C(O)=N/C(C(=O)O)C(C)C)C(C)C)C(C)CC,,-1.41,,0.585604,0.633364
CCC(C)C(N)/C(O)=N/C(/C(O)=N/C(C(=O)O)C(C)O)C(C)CC,,-2.23,,-0.74052,-0.611122
CCC(C)C(N)/C(O)=N/C(/C(O)=N/C/C(O)=N/C(Cc1ccccc1)C(=O)O)C(C)CC,,-0.99,,0.359743,0.457374
CCC(C)C(N)/C(O)=N/C(C)/C(O)=N/C/C(O)=N/C(Cc1ccccc1)C(=O)O,,-1.78,,-0.413807,-0.306749
CCC(C)C(N)/C(O)=N/C(CO)/C(O)=N/C(CC(C)C)C(=O)O,,-2.28,,-0.921469,-0.789537
CCC(C)C(N)/C(O)=N/C(Cc1ccc(O)cc1)/C(O)=N/C(C(=O)O)C(C)C,,-1.77,,-0.281669,-0.201073
CCC(C)C(N)C(=O)N1CCCC1/C(O)=N/C/C(O)=N/C(C(=O)O)C(C)CC,,-1.69,,-0.396714,-0.33831
CCC(C)C(N)C(=O)N1CCCC1C(=O)O,,-1.79,,-1.97033,-1.91474
CCC(C)C(N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O)C(C)CC)C(C)CC)C(C)CC,,-0.97,,-1.13984,-1.11255
CCC(C)C(N)C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,,-1.47,,-0.885434,-0.84488
CCC(C)C(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C(=O)O)C(C)C)C(C)CC,,-1.09,,-1.00573,-0.965367
CCC(C)C(N)C(=O)O,,-1.72,,-2.01254,-2.01011
CCC(C)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(N)CO)C(=O)NC(C(=O)O)C(C)C,,-1.94,,-2.06253,-1.98276
CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,,-0.04,,-0.630889,0.148816
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCSC)NC(=O)C(N)C(C)C)C(=O)O,,-0.63,,-0.527721,-0.489057
CCC(C)C(NC(=O)C(N)CC(C)C)C(=O)NC(C(=O)NCC(=O)NC(C)C(=O)O)C(C)CC,,-1.65,,-1.65523,-1.63252
CCC(C)C(NC(=O)C(N)CC(C)C)C(=O)O,,-1.64,,-1.71228,-1.68737
CCC(C)C(NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,,-1.87,,-1.99145,-1.92555
CCC(C)C(NC(=O)c1cn(CC)c2nc(C)ccc2c1=O)C(=O)OC,,3.15,,1.43134,1.43159
CCC(C)C(NC(C)=O)C(=O)NC,,0.14,,0.101945,0.101945
CCC(C)C(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(N)=O,,-0.05,,-0.656423,0.0932153
CCC(C)C(NC(C)=O)C(N)=O,,-0.03,,-0.395839,-0.395839
CCC(C)C(NCc1ccccc1)C(=O)O,,-0.27,,-0.170683,-0.156475
CCC(C)C(O)N=N,,-0.33,,1.20139,1.20139
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,,1.65,,1.36799,1.47261
CCC(C)C1=Nc2ccc(Cl)cc2S(=O)(=O)N1,,2.47,,2.27227,2.28154
CCC(C)C1N=NC(=N)O1,,0.62,,1.68313,1.6839
CCC(C)CBr,,,3.12,3.04837,3.04837
CCC(C)CC,,3.6,,3.67093,3.67093
CCC(C)CC(=O)OCC1CCC(n2cnc3c(O)ncnc32)O1,,1,,1.79948,1.80955
CCC(C)CN(C)/N=N/c1ccc(C(=O)O)cc1,,,1.33,0.746789,3.8342
CCC(C)CN1CCN(CC(C)CC)C(C2=NCCN2)C1,,,3.22,0.801024,3.25049
CCC(C)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,,,5.85,3.64132,5.57424
CCC(C)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)O)cc1OC)cn2C,,,4.86,1.85425,4.91515
CCC(C)CNC1=NS(=O)(=O)c2sc(Cl)cc2N1,,,3.17,2.78324,2.78516
CCC(C)CO,,1.29,,1.14813,1.14813
CCC(C)Cl,,2.33,2.57,2.39386,2.39386
CCC(C)N,,0.74,,-1.86966,0.623572
CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,,4.4,,4.1875,4.1875
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,,,0,4.54416,4.54417
CCC(C)N(C)N=NC1N=CN=C1C(N)=O,,1.08,,0.877046,0.87708
CCC(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1,,3.46,,2.40042,2.98073
CCC(C)N1C(=O)C(=O)c2ccccc2C1=O,,2.15,,1.5521,1.5521
CCC(C)N1C(=O)N=C(C)C(Br)C1=O,,2.11,,1.29175,1.29175
CCC(C)N=C(O)C(=Cc1ccccc1)Cc1ccccc1,,3.99,,3.70924,3.70925
CCC(C)N=C(O)C(=Cc1ccccc1)SC,,3.03,,3.07392,3.07392
CCC(C)N=C(O)C(=Cc1ccccc1)Sc1ccccc1,,4.36,,3.79288,3.79289
CCC(C)N=C(O)C(=Cc1ccccc1)c1ccccc1,,4.05,,3.51959,3.5196
CCC(C)N=C(O)C(Br)=Cc1ccccc1,,2.66,,3.14925,3.14925
CCC(C)N=C(O)C=C(Br)c1ccccc1,,3.56,,3.2616,3.26161
CCC(C)N=C(O)C=C(C)c1ccc(Cl)cc1,,3.92,,3.46763,3.46763
CCC(C)N=C(O)C=C(Cl)c1ccccc1,,3.52,,3.18363,3.18364
CCC(C)N=C(O)C=C(SC)c1ccccc1,,3.03,,3.09654,3.09656
CCC(C)N=C(O)C=Cc1ccc(Cl)cc1,,3.37,,3.24357,3.24357
CCC(C)N=C(O)C=Cc1ccc([N+](=O)[O-])o1,,2.28,,1.89039,1.89042
CCC(C)N=C(O)C=Cc1ccccc1,,2.85,,2.63522,2.63522
CCC(C)N=C=S,,2.81,,2.72705,2.7456
CCC(C)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.66,,,3.11562,4.26913
CCC(C)NCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(OC)c(O)c1)O2,,,0.04,1.86063,2.04961
CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,,2.13,,0.413988,1.99548
CCC(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,1.8,,2.22814,2.22814
CCC(C)NP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,,3.99,,3.87882,3.87897
CCC(C)NP(=O)(OC)SC,,0.95,,0.858007,0.858035
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],,4.93,,4.91477,4.91477
CCC(C)Nc1nc(C#N)nc(N2CCOCC2)c1N,2.8,,,2.18327,2.18334
CCC(C)O,,0.61,,0.602217,0.602217
CCC(C)OC(=O)/C=C(C)/C=C/CC(C)CCCC(C)(C)OC,,,6.49,6.48715,6.48715
CCC(C)OC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,,,7.69,7.24985,7.24985
CCC(C)OC(=O)C(C(=O)OC(C)CC)=C1SC=CS1,,4.89,,4.16633,4.16633
CCC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,,3.09,,2.78066,2.78066
CCC(C)OC(=O)CNC(=O)C(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)O,,,2.72,1.03511,2.88409
CCC(C)OC(=O)CNC(=O)C(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)OC(C)CC,,,4.91,3.90898,3.90909
CCC(C)OC(=O)c1cnccn1,,,1.05,1.13181,1.13181
CCC(C)OC(C)=O,,1.72,,1.52485,1.52485
CCC(C)OC(N)=O,,0.65,,0.81694,0.816943
CCC(C)On1c(O)nc(C)c(Br)c1=O,,1.11,,1.37285,1.71326
CCC(C)SSc1ncc[nH]1,,2.76,,2.49056,2.49115
CCC(C)[C@H](N)C(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1,,,-0.02,1.59472,1.86284
CCC(C)[N+](=O)[O-],,1.2,,1.24326,1.28234
CCC(C)c1cc([N+](=O)[O-])cc(C(C)C)c1O,,4.19,,4.30663,4.35063
CCC(C)c1cc([N+](=O)[O-])cc(C(C)CC)c1O,,4.8,,4.6794,4.72344
